Room available for students,1695943555,"{'₹', 2650.0}",https://apollo-singapore.akamaized.net:443/v1/files/0fgshts8w8551-IN/image,Neat and clean room available for students only.its located in prime area.its only for boys,"Eranjipalam,Kozhikode,Kerala",Houses & Villas,4+,4+
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
3 BHK BRANDED FULLYFURNISHED FLAT FOR RENT NEAR MIMS,1695601847,"{27000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/aw8c22zbhjyi-IN/image,,"Branded flat for rent & sale available in Calicut

3BHK Branded Fully  furnished flat for rent Near MIMS hospital

located in a prime location 

* Very close Puthiyara jn ,  , mavooroad,  Baby hospital,  mims hospital, Palayam,new bus stand,

 amenities  :
Swimming pool
GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 27000 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Govindapuram,Kozhikode,Kerala",Apartments,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
3 BHK BRANDEDFURNISHED FLAT FOR RENT NEAR THONDAYAD,1695601223,"{34000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/yxg3ax5rg83y-IN/image,,"Branded flat for rent & sale available in Calicut

3BHK   Branded furnished flat for rent near Thondayad

 amenities  :
Swimming pool
GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 34000 + mnc 

 8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Thondayad,Kozhikode,Kerala",Apartments,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK BRANDED SEMI FURNISHED FLAT FOR RENT NEAR GOVINDHAPURAM,1696135044,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/zxsf46e04ee33-IN/image,,"Branded flat for rent & sale available in Calicut

2BHK Branded Semi furnished flat for rent at  Govindapuram

located in a prime location 

* Very close Puthiyara jn ,  , mavooroad, sation , Baby hospital,  mims hospital,   Palayam,new bus stand,

 amenities  :

GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 15000 + mnc

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Govindapuram,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Fullyfurnished Branded Flat For Rent At Calicut,1685808807,"{30000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/xwotx9yq5ovf3-IN/image,,"Looking for FullyFurnished Flat for Rent at Calicut

Have a Look..

Enjoy the panoramic views of green hillocks on one side and the bustling highway on the other from these premium apartments in Kozhikode.

Having this BHK Branded FullyFurnished flat is available for rent at Westhill , Calicut.

It has a super built-up area of 1940Sq. Ft.

Rent 30000

Having amenities like :-

Set in acres of elegantly landscaped gardens, this residential space has a Party Hall, Jogging Track, Meditation Center, Cycle Track, Amphitheater, Health Center, Sauna and Jacuzzi in addition to the staples like Children’s Park and Swimming Pool

covered parking.

""Note images shown are for representation purpose only actual building differ""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut - 673016

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

Hassle free Documentation

Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","West Hill,Kozhikode,Kerala",Apartments,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK FURNISHED FLAT FOR RENT NEAR KOVOOR,1695600602,"{'₹', 18500.0}",https://apollo-singapore.akamaized.net:443/v1/files/uiqp1pjw95a83-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK  furnished flat for rent Near Kovoor

 amenities  :

Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 18500 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Kovoor,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK FURNISHED FLAT FOR RENT NEAR BEACH,1693023358,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/1ndain47qcv21-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK   furnished flat for rent at near 
Beach road
 amenities  :

GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 25000 + mnc

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 6pm (Sunday off)","Calicut Beach,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK SEMI FURNISHED FLAT FOR RENT NEAR  GOVINDHAPURAM,1696133800,"{'₹', 13500.0}",https://apollo-singapore.akamaized.net:443/v1/files/l99wrubwc7bj-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK Semi furnished flat for rent at govindapuram

located in a prime location 

* Very close Puthiyara jn ,  , mavooroad,   Baby hospital,  mims hospital, Palayam,new bus stand,

 amenities  :


GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 13500 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Govindapuram,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
3 bhk semifurnished flat for rent at calicut,1689893228,"{28000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/nojig16ftp5f-IN/image,,"Looking for SemiFurnished Flat for Rent at Calicut

Have a Look..

Enjoy the panoramic views of green hillocks on one side and the bustling highway on the other from these premium apartments in Kozhikode.

Having this 3BHK Branded SemiFurnished flat is available for rent at Sarovaram, Calicut.

It has a super built-up area of 1700Sq. Ft.

Rent 28000

covered parking.

""Note images shown are for representation purpose only actual building differ""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut - 673016

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

Hassle free Documentation

Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Eranjipalam,Kozhikode,Kerala",Apartments,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Karaparamb 4bhk house for rent,1690015315,"{23000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/i332j6xj4n023-IN/image,,"Karaparamba 4bhk house
Rent 23000
Adwance 1lakh","Karaparamba,Kozhikode,Kerala",Houses & Villas,4,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Chevarambalam  2bhk house rent,1696125922,"{'₹', 11500.0}",https://apollo-singapore.akamaized.net:443/v1/files/tq0fq1mcaq06-IN/image,,"Chevarambalam 2bhk house
Rent 11500
Adwance 35000","Chevarambalam,Kozhikode,Kerala",Houses & Villas,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Near chungam KSEB,1696096570,"{7000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/k5pzlrwrgkan1-IN/image,,Advance 50000,"West Hill Chungam,Kozhikode,Kerala",Houses & Villas,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
House for rent in Poozhiyil road,1696093068,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/kx5ilmfucdyi-IN/image,,"Available for rent . Spacious 3 bedroom house in westhill Poozhiyil road  near Kozhikode beach .
Fully furnished Bedroom with air conditioner and bed .","West Hill Chungam,Kozhikode,Kerala",Houses & Villas,4,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK Apartment near Cyberpark and HiLite Mall,1696077658,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/n1dhf7t9m1833-IN/image,,"2 Bedroom Apartment, Second Floor for Rent. Near to Major Hospital and Mall.300 mtr from NH Bypass.","Thondayad,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
For rent only,1696043898,"{30000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/fu0mse2t9h33-IN/image,,House for rent,"Chevayur,Kozhikode,Kerala",Houses & Villas,4,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"2 bed & matresses 1dinning table, 4chairs,2Alamara, Kitchen cupboards",1696041425,"{14000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/kp66wtkpcwhi3-IN/image,,2bhk near cyber park,"Thondayad,Kozhikode,Kerala",Houses & Villas,1,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Room for rent @ easthill,1696028108,"{'₹', 7500.0}",https://apollo-singapore.akamaized.net:443/v1/files/wfw4d1e8d938-IN/image,,"Room for rent at east hill
Near kendriya vidyalaya
Near west hill 
5 km away form Kozhikode town","East Hill,Kozhikode,Kerala",Apartments,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Furnished 3bhk apartment for rent in thondayad at 29000 rent,1695090912,"{29000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/5gfpdtr2v13d-IN/image,,"Having 2 units of furnished 3bhk apartments in thondayad,having rent of 29000 and 33000.
Picture shown above is for ad purpose only,original picture may vary.","Thondayad,Kozhikode,Kerala",Apartments,1520,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
LEASE (panayam ),1696016312,"{2000000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/5ylc26y7q3me2-IN/image,,"New house, easy access bus stop.","Pottammal,Kozhikode,Kerala",Houses & Villas,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"Traditional home for rent ,attched bathroom",1696006412,"{'₹', 6900.0}",https://apollo-singapore.akamaized.net:443/v1/files/dvyam8ew495q1-IN/image,,"Traditional home for rent,attached  bathrooms","Koottuli,Kozhikode,Kerala",Houses & Villas,2,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Near maitra hospital,1696005525,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/mpor8p2lbdym3-IN/image,,near Kunduparamba bridge,"Poovangal,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"നിങ്ങളുടെ property വടകക്കോ, പണയത്തിനോ suitable ആളെ നോക്കുനുണ്ടോ",1695969877,"{'₹', 7500.0}",https://apollo-singapore.akamaized.net:443/v1/files/suqkoziflwyy2-IN/image,,"നിങ്ങളുടെ rental/lease/selling property ഏതായാലും Red Falcon Agency യിൽ list ചെയ്താൽ എത്രയും വേഗത്തിൽ ആളെ കണ്ടെത്താൻ സഹായിക്കുന്നു.
വീട്,apartment,villa,flat കൾ
വടകക്കോ പണയത്തിനോ
വിൽകാനോ ഉണ്ടെങ്കിൽ പ്രോപ്പർട്ടി owners ഈസി ആയിട്ട് കോൺടാക്ട് ചെയ്യുക. ഇഷ്ടം പോലെ ആവശ്യക്കാർ available ആണ്.
വളരെ കുറഞ്ഞ brokerage വാങ്ങി ഈസി ആയി deal നടത്തുന്നതാണ്.
Urgent ആയി ആളെ നോക്കുന്ന പ്രോപ്പർട്ടി owners വേഗം തന്നെ കോൺടാക്ട് ചെയ്യുക.
8️⃣0️⃣8️⃣6️⃣0️⃣6️⃣9️⃣4️⃣7️⃣8️⃣","Vattakkinar,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
6500 rent / 40K advance. Arakkinar location. 400metre from main road.,1695965938,"{'₹', 6500.0}",https://apollo-singapore.akamaized.net:443/v1/files/77ljz8fn4dl5-IN/image,,"വീടുകൾ അപാർട്മെൻ്റുകൾ upstair STAY എന്തിനും കോൺടാക്ട് ചെയ്യുക. Bachelors and ലേഡീസ് ന് elegant and super safe and freedom stay. Oru ഫ്ലൂറിൽ oru apartment mathramulla road side ulla oru neat and clean stay for working bachelors,ladies available. 7500 rent. 25000/- only advance. 1bhk apartment. Arakkinar naduvattam areekkad,meenchanda, vattakkinar kannanchery ella സ്ഥലത്തും stay available. എല്ലാ തരത്തിലുള്ള വാടക പണയ വീടുകൾ കോൺടാക്ട് ചെയ്യുക. 8️⃣0️⃣8️⃣6️⃣0️⃣6️⃣9️⃣4️⃣7️⃣8️⃣","Vattakkinar,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
House upstairs for rent at methottuthazham,1695950086,"{10000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/pxd16p61rtv9-IN/image,,"2 bedroom upstair for rent at methottuthazham. One attached. Hall, kitchen, sitout, well water. Near to cyber park and hilite mall. Advance:40000","Kommeri,Kozhikode,Kerala",Houses & Villas,1,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
House For Rent Calicut,1695949566,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/jxu7b5x05fuh-IN/image,,3 bedroom house for rent,"Krishnan Nair Road,Kozhikode,Kerala",Houses & Villas,2,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Room available for students,1695943555,"{2650.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/0fgshts8w8551-IN/image,,Neat and clean room available for students only.its located in prime area.its only for boys,"Eranjipalam,Kozhikode,Kerala",Houses & Villas,4+,4+
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"3BHK ,Furnished,",1691652132,"{18000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/qvakf7e6m9ly1-IN/image,,"Rent for 11 months.,","Thiruvannur,Kozhikode,Kerala",Apartments,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
1bhk newly furniahed branded flat for rent near cyberpark,1690498302,"{21000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ypom3078y61b2-IN/image,,"1bhk newly furniahed branded flat for rent near cyberpark.


Very near to cyberpark and metro hospital
Luxury furnished
Ready to move
Car parking
Excellent view

All luxury facilities and amenities
Rent 21k","Thondayad,Kozhikode,Kerala",Apartments,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"2BHK RESIDENTIAL FLAT FOR RENT @ CHEROOTY ROAD, CALICUT",1695242970,"{27000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ovo33hwzscvt2-IN/image,,"THOMAS ASSOCIATES REALTORS CALICUT

*RESIDENTIAL FLAT FOR RENT*

2BHK

LOCATION- GALAXY ELYZHUIM COURT 

FURNISHED 

RENT-24K+3

AMINITIES :-
 swimming pool
 Gymnasium
 Children's play area
 Club house
 Rainwater harvest
 24×7 security
 Jogging track
 24*7 water supply
 Car parking
 Power backup


this picture may differ from original, this is used for advertising purpose only

RERA REGISTERED COMPANY
RERA NO -  K - RERA/AG/0018/2021

For more details contact :
.
63/897,Our college building, ground floor, mavoor road, calicut - 673001
.
.

thomas_associates_
realtors
Realestate
Buyingandselling
Rental
Realestatesale #resorts #flatsforsale hotelsandresorts
Residential_land
malls
agricultural_land
Industrial_land
Realestate_consultancy
Property_managment
Construction_services
Renovation_services #vasthu_consultancy property_legal_advisory_and_a_lot_more","Cherooty Road,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
3bhk full furnished apartment for rent  Beach side,1696470762,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/sd3crp09wq371-IN/image,,"Take a look at this well furnished 3 bhk apartment at a really good price of 25000 rs,location beach side,2nd floor,3 floored apartment building
2 ac
3 cots
Dining table
Refrigerator","Calicut Beach,Kozhikode,Kerala",Apartments,Furnished,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
House for rent very near to Karaparamba govt.high school,1682991962,"{11000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ubwnbi9n37rj1-IN/image,,"Renting out 1st floor 700 sw
Sq.ft.
For Rs.12000/- p.m.  House is located  at PARUKANDY BALARAMAN ROAD,KARAPARAMBA-EAST HILL ROAD  and very near (WEST SIDE)to KARAPARAMBA GOVT.HIGH SCOOL","Karaparamba,Kozhikode,Kerala",Houses & Villas,2,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK attached indipendent House chevaur,1696476729,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/pvmdb55ehvmc1-IN/image,,"* 2 bedroom attached common bathroom
* 2 bhk A.C,2 cot
* K.w.a water connection
* Vrindavan colny 
* All vehicles acess road frontage
* 50,000 adv vridhavan colany
* Main road frontage","Chevayur,Kozhikode,Kerala",Houses & Villas,3,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
മഠത്തിൽ മുക്ക് 450 മീറ്റർ,1691135765,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/dleq52xpmmq33-IN/image,,4ബെഡ് റൂം 3 അറ്റാച്ച്ഡ് 1 ലക്ഷം അഡ്വാൻസ് 20000/- വാടക കിണർ,"Hill View Colony,Kozhikode,Kerala",Houses & Villas,3,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
5 bedroom house for rent in iringadanpally,1696469473,"{35000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/qztsc9b95r262-IN/image,,"5 bedroom house suitable for officials or large family,location kovoor jdt road,brand new,ample parking space available","Kovoor,Kozhikode,Kerala",Houses & Villas,4+,4+
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"HOUSE FOR RENT AT KOVOOR,KOZHIKKODE",1696469303,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/l3pawubze1i73-IN/image,,"FULLY INDEPENDENT VILLA WITH 4 BED ROOMS, 5 BATH ROOMS KITCHEN HALL WORK AREA VARANDAH CAR PARKING AT KOVOOR HARDLY 1 KM FROM KOVOOR ,NEAR MEDICAL COLLEGE CALICUT.25,000(ASKING PRICE)+ 6 MONTHS ADVANCE-","Kovoor,Kozhikode,Kerala",Houses & Villas,4+,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Semi furnished room,1696439818,"{5000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gkutsex5gryg-IN/image,,"One room with bathroom attached
Girls or working women","Kovoor,Kozhikode,Kerala",Builder Floors,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
വാടക വീട് ചേവായൂർ വീടിന്റെ മുകളിൽ,1696438956,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/mldexwaygarx1-IN/image,,ഓഫീസിന് പറ്റിയ വീട്,"Chevayoor,Kozhikode,Kerala",Houses & Villas,2,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Flat Share,1696434832,"{5000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/dlg8h3wl92ou1-IN/image,,ഒരു flat ലെ ഒരു room വാടകക്ക്.കൊടുക്കാനുണ്ട് (MALE),"Ashokapuram,Kozhikode,Kerala",Apartments,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Panayathine,1696434209,"{800000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/h5n1he8rpve33-IN/image,,"Eranchipalam canal road 
Near Malabar Hospital
Two wheeler site
Two bedroom attached bathroom
Hall,kitchen","Eranhipalam,Kozhikode,Kerala",Houses & Villas,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Students house for share ( 25 age below bachelor only),1696426892,"{2100.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lbtg39go8o332-IN/image,,"Kozhikode Town 4 km > കരപ്പറമ്പ് 400 മീറ്റർ ഹിസ്റ്റ് ഹിൽ 300 മീറ്റർ, രണ്ടിന്റെയും ഇടക് ആണ് വീട് ഉള്ളത്, വാർപ്പിട്ട ഒരു വീട് ചുറ്റുമതിലും [ 3bedroom - sit out -kitchen area 3- bathroom 2-toilet 2  വീടിന്റെ ഉളിൽ ].
ഇപ്പൊ ഇവിടെ ഉള്ളത് students ആണ്. അത് കൊണ്ടാണ് 25 below bachelor എന്ന് പറയുന്നത്, വീടും പരിസരവും ക്ലീൻ ആണ്. ( ഫുഡ്‌ ഇവിടെ ഉണ്ടാകാരാണ് പതിവ് )
       -[   ഇനി 4 പേർക്ക് കൂടി സൗകര്യം ഉണ്ട് ]-
Only decent team inbox messege","Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Home stay  for bachelors in Calicut town,1696424617,"{2500.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/aw9qjtj5zcdp1-IN/image,,"We are offering electricity, water, drinking water, bed and fan all are including 2500/head. Jss 2 kms away from Kozhikode railway station","West Nadakkavu,Kozhikode,Kerala",Houses & Villas,2,3
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
"Karaparampa 2BHK Rental New 2 house,Rent 15000/- Advance  75000/-",1696417221,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/fqtzrg3ewu1r-IN/image,,"Kozhikode Karaparampa New Rental house 2bed rooms attached ground floor and 1st floor 2 House 1250+1250
sqrft Rent 15000/- Advance 75000/-

Westhill 2 bed rooms attached rental  Apartment, 1st floor, 1100sqr ft. Near kannur road, bachelors allowed rent 12000/- Advance 50000/-","Karaparamba,Kozhikode,Kerala",Houses & Villas,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2BHK near Thali temple,1696414390,"{12500.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/nek2xh5kpgal2-IN/image,,"An apartment in the heart of calicut city with 2 bedrooms, 2 bathrooms, Hall and kitchen, Near Achuthan Girls HSS, Thali temple, Calicut.","Chalappuram,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Near to university,1696414095,"{10000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/cogjh0ci3519-IN/image,,Near to university,"Calicut University,Kozhikode,Kerala",Houses & Villas,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
House for rent near mankave byepass thalikulangara,1696408250,"{10000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/s61kc3x6xg4n1-IN/image,,House for rent thalikulangara advance 60000 rs rent 10000,"Mankavu Chalil,Olavanna,Kerala",Houses & Villas,2,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Villa for rent,1696407001,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/df9ng8tij70b3-IN/image,,Villa for rent,"Mankavu,Kozhikode,Kerala",Houses & Villas,4,4
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Two bhk apartment for rent with parking,1694482667,"{12000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/abog96sysebo-IN/image,,"Two bhk,clean well water,1 km from pottamal junction.","Pottammal,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Flat 1 BHK Landmark World - Direct Owner,1696395400,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gplyufvqeglj1-IN/image,,"Direct from owner and no agent charges applies. Looking for decent tenant, Executive bachelor, Executive Students or Couple

Available for 6 months / yearly .

 Maintenance fees included and Electricity are Extra. Refundable Security deposit applies.
For more details and terms & conditions please contact.
Beautiful furnished Apartment 511 sq ft. highway facing Thondayad Bypass for rent . Very nice balcony view, close to Metro Cardiac Hospital and Cradle/Matria hospital.
Apartment has AC , TV and other appliances like Refrigerator, Washing Machine, Electric Plate, Kettle etc..
Access to:
Gym/Fitness Club
Family/Ladies only club house
Kids play area
Rooftop party area
Rooftop pool
multi purpose hall
mini theatre
badminton and basketball court
Ground Floor Grocery store and snacks stall available
24*7 security and facilities management
No Pets allowed","Thondayad,Kozhikode,Kerala",Apartments,1,1
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
Spacious 2BHK- First floor of an independent House,1688139048,"{12000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/kb46hsp3izuo-IN/image,,"Spacious 2BHK- First floor of an independent House in calm & green residential area

Location- 750 mtrs from Pottammal Junction/ 700 mtrs from Deshaposhini public library-Kuthiravattom

Ideal for working family with easy access to Calicut City/ MIMS Hospital/ Puthiyara/ Thondayad By-pass/ Medical College

Both bedrooms are bath attached/
Spacious hall/
Kitchen with storage/
Open, covered and secured terrace verandah/ Sit out space/
Car Parking available","Pottammal,Kozhikode,Kerala",Houses & Villas,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK FURNISHED FLAT FOR RENT NEAR ERANJIPALAM,1695864778,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ndh4oty79cle-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK  furnished flat for rent at near Eranjipalam

located in a prime location

 amenities 
 Lift 
24 Hr Security
24 Hr power back
 parking 
 
Expecting rent : 20,000 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Eranjipalam,Kozhikode,Kerala",Apartments,2,2
property name,property id,price,img,ratings,description,location,property type,bathroom,bedrooms
2 BHK FURNISHED FLAT FOR RENT NEAR KALLAl,1695331529,"{22000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/b0sejirefhp91-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK furnished flat for Rent near Kallai

located in a prime location 

* Very close Puthiyara jn ,  , mavooroad,  mims hospital , Palayam,new bus stand,

 amenities  :

24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 22,000 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Kallai,Kozhikode,Kerala",Apartments,2,2
